epoch,train_loss,val_loss
1,0.15539799715757732,0.020461787426930778
2,0.01479074848399661,0.015546181507732796
3,0.01355796738955119,0.022528929899276337
4,0.012992575091054953,0.0185107502803532
5,0.012532080567583644,0.011428335911941517
6,0.012302052533637071,0.012228509370264375
7,0.011760259809506674,0.01079140248136481
8,0.01162419359180574,0.019349479088683372
9,0.011523565587530385,0.01396321658545399
10,0.011319455258525258,0.008796730371640932
11,0.011255853320841608,0.010066222328988692
12,0.011000822001299258,0.011927220839682546
13,0.010965453398380159,0.010299452931603354
14,0.010797552722555514,0.010098369190710457
15,0.01070473580459821,0.00969987585941456
16,0.010741064794855183,0.009583511882324931
17,0.010591901163206786,0.008448588896611813
18,0.010496712972640272,0.009389683110247968
19,0.010347088524993582,0.011077971684445619
20,0.01035421851751556,0.008261458796468236
21,0.010268856943126124,0.01181095172966189
22,0.010177956077343205,0.008401919206493441
23,0.01010425774823694,0.009285660672173589
24,0.010145700222464285,0.0081541626052251
25,0.009925503617236127,0.008274039459036344
26,0.009918973336337535,0.010297943864168482
27,0.00989029028666752,0.007209478950845338
28,0.009747796828090823,0.011159712291070415
29,0.009897110397885685,0.009161767905368882
30,0.009847854173072377,0.008170187880793671
31,0.009911365577799217,0.008848980284133888
32,0.009763319778035257,0.012459612095808875
33,0.00971923227344603,0.007879393119783935
34,0.00966143073351451,0.008610117391147101
35,0.009663846605713667,0.007243181782584722
36,0.009702169979335585,0.006766033905813612
37,0.009588442853416177,0.0076224327427462145
38,0.009553800543201965,0.008383801320700282
39,0.009540884182241562,0.007712322192995982
40,0.009567586548409083,0.008540100832524707
41,0.009686252828672174,0.006995227859234629
42,0.009477109771896428,0.007362371580038223
43,0.009373485891768313,0.007309892738295841
44,0.009507590341649295,0.008572334436753664
45,0.009421066101018486,0.007893647570642065
46,0.009437362204147164,0.006322134800075352
47,0.009546821516464514,0.006807312831337732
48,0.009374403530032835,0.007228932912536323
49,0.009363983361277684,0.006563101817951105
50,0.009391641380516963,0.006712636862065716
51,0.009147742062228762,0.009507394925325286
52,0.009198857963172252,0.009666814640977222
53,0.009260215594505069,0.007439138231181559
54,0.009163425964828591,0.006158078808688928
55,0.009143109656897944,0.006465513265439636
56,0.009284457602828502,0.006896378235259762
57,0.009266522917424745,0.006657645168515392
58,0.009070072103197397,0.007853102127687112
59,0.00915315488537383,0.007286667305095139
60,0.009101903177601813,0.007010446325455144
61,0.009082052771901222,0.006690209373306506
62,0.009126558431366462,0.006672008213255544
63,0.009121027252413408,0.00709307648179363
64,0.008942278527625134,0.0064359670618896175
65,0.009217052196835275,0.006327508468251122
66,0.009050163477331808,0.007057750558490579
67,0.008988543770435847,0.006757916273321005
68,0.008958910591184489,0.007624360205474101
69,0.009026726758342955,0.0066714895528412884
70,0.008937058599469545,0.006275476335085466
71,0.009080893934614939,0.006441691502071759
72,0.008811437152760317,0.006801041994833835
73,0.008921518938698301,0.006396492376179568
74,0.008831566140748516,0.006709105465027152
75,0.008982413677187006,0.0069403152541201805
76,0.00887632768503423,0.006814375933001139
77,0.008944464818635043,0.00675234288141797
78,0.008906243756486689,0.006226059773121789
79,0.00882126154096876,0.006552747811304452
80,0.008916775407751923,0.00620300438812938
81,0.00881592039085292,0.006259370991230598
82,0.008856422336881928,0.007238004488834787
83,0.008884392919084818,0.006766862643889157
84,0.008810969686413544,0.006790546084262924
85,0.008864304881617793,0.007692747920662973
86,0.008742072183392133,0.006214037211208363
87,0.008706891988578953,0.006617408319935134
88,0.008818549630837703,0.006145341583202417
89,0.008805562087529266,0.00636537497293803
90,0.008756629547544083,0.006007157094865229
91,0.008592473346406252,0.006175047024754995
92,0.008830818754523212,0.006518257183496185
93,0.008686354766934763,0.006906813965655505
94,0.008697134586263047,0.00629444423333912
95,0.00878433151354388,0.006453326558866806
96,0.008500291791167382,0.007165968532004026
97,0.008830752594492937,0.007201768915051495
98,0.008534717864547988,0.006181609780061647
99,0.008565129818898934,0.00630346563057737
100,0.008642040682400787,0.006063955019438154
101,0.008758557937659546,0.006094074428563056
